SNR_o [dB],SNR_e [dB],BER,PER,RMSE cfo,RMSE sto,preamble miss rate,preamble false rate
1.400000000000000000e+01,2.302665110150950767e+01,3.533000000000000116e-03,6.635000000000000620e-02,1.783061086401439290e-04,9.366173344806552059e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.402665110150950767e+01,1.728399999999999945e-03,4.016000000000000125e-02,1.586109204837161057e-04,4.679551594436111572e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.502665110150950767e+01,7.594000000000000273e-04,2.238000000000000059e-02,1.411470175831244052e-04,3.275388812797677129e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.602665110150950767e+01,3.552000000000000144e-04,1.235999999999999946e-02,1.256457935784074085e-04,2.186796315389319956e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,2.702665110150950767e+01,1.649999999999999991e-04,7.119999999999999593e-03,1.118753904647013387e-04,7.762892502153183327e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.802665110150950767e+01,8.400000000000000890e-05,4.170000000000000095e-03,9.963452671602695632e-05,4.919031916952911615e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,2.902665110150950767e+01,5.000000000000000240e-05,2.500000000000000052e-03,8.874762093647824265e-05,4.707374533644129860e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,3.002665110150950767e+01,2.979999999999999929e-05,1.490000000000000005e-03,7.906089272230363782e-05,4.585132222739187607e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,3.102665110150950767e+01,1.699999999999999987e-05,8.499999999999999526e-04,7.043920674142192275e-05,4.518365301743669515e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,3.202665110150950767e+01,8.399999999999999196e-06,4.200000000000000174e-04,6.276348757537514333e-05,4.479815844429448080e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,3.302665110150950767e+01,3.999999999999999819e-06,2.000000000000000096e-04,5.592857769586208496e-05,4.471262405630106740e-02,0.000000000000000000e+00,0.000000000000000000e+00
