;Scopy version,f4beeb1
;Exported on,vendredi octobre 11/10/2024
;Device,M2K
;Nr of samples,114688
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
99738,9.1546,0.0579617
99739,9.1547,0.0579617
99740,9.1548,0.0579617
99741,9.1549,0.0579617
99742,9.155,0.0579617
99743,9.1551,0.0579617
99744,9.1552,0.0579617
99745,9.1553,0.0579617
99746,9.1554,0.0579617
99747,9.1555,0.0579617
99748,9.1556,0.0579617
99749,9.1557,0.0579617
99750,9.1558,0.0579617
99751,9.1559,0.0579617
99752,9.156,0.0579617
99753,9.1561,0.0579617
99754,9.1562,0.0579617
99755,9.1563,0.0579617
99756,9.1564,0.0579617
99757,9.1565,0.0579617
99758,9.1566,0.0579617
99759,9.1567,0.0579617
99760,9.1568,0.0579617
99761,9.1569,0.0579617
99762,9.157,0.0579617
99763,9.1571,0.0579617
99764,9.1572,0.0579617
99765,9.1573,0.0579617
99766,9.1574,0.0579617
99767,9.1575,0.0579617
99768,9.1576,0.0579617
99769,9.1577,0.0579617
99770,9.1578,0.0579617
99771,9.1579,0.0579617
99772,9.158,0.0579617
99773,9.1581,0.0579617
99774,9.1582,0.0579617
99775,9.1583,0.0579617
99776,9.1584,0.0579617
99777,9.1585,0.0579617
99778,9.1586,0.0579617
99779,9.1587,0.0579617
99780,9.1588,0.0579617
99781,9.1589,0.0579617
99782,9.159,0.0579617
99783,9.1591,0.0579617
99784,9.1592,0.0579617
99785,9.1593,0.0579617
99786,9.1594,0.0579617
99787,9.1595,0.0579617
99788,9.1596,0.0579617
99789,9.1597,0.0579617
99790,9.1598,0.0579617
99791,9.1599,0.0579617
99792,9.16,0.0579617
99793,9.1601,0.0579617
99794,9.1602,0.0579617
99795,9.1603,0.0579617
99796,9.1604,0.0579617
99797,9.1605,0.0579617
99798,9.1606,0.0579617
99799,9.1607,0.0579617
99800,9.1608,0.0579617
99801,9.1609,0.0579617
99802,9.161,0.0579617
99803,9.1611,0.0579617
99804,9.1612,0.0579617
99805,9.1613,0.0579617
99806,9.1614,0.0579617
99807,9.1615,0.0579617
99808,9.1616,0.0579617
99809,9.1617,0.0579617
99810,9.1618,0.0579617
99811,9.1619,0.0579617
99812,9.162,0.0579617
99813,9.1621,0.0579617
99814,9.1622,0.0579617
99815,9.1623,0.0579617
99816,9.1624,0.0579617
99817,9.1625,0.0579617
99818,9.1626,0.0579617
99819,9.1627,0.0579617
99820,9.1628,0.0579617
99821,9.1629,0.0579617
99822,9.163,0.0579617
99823,9.1631,0.0579617
99824,9.1632,0.0579617
99825,9.1633,0.0579617
99826,9.1634,0.0579617
99827,9.1635,0.0579617
99828,9.1636,0.0579617
99829,9.1637,0.0579617
99830,9.1638,0.0579617
99831,9.1639,0.0579617
99832,9.164,0.0579617
99833,9.1641,0.0579617
99834,9.1642,0.0579617
99835,9.1643,0.0579617
99836,9.1644,0.0579617
99837,9.1645,0.0579617
99838,9.1646,0.0579617
99839,9.1647,0.0579617
99840,9.1648,0.0579617
99841,9.1649,0.0579617
99842,9.165,0.0579617
99843,9.1651,0.0579617
99844,9.1652,0.0579617
99845,9.1653,0.0579617
99846,9.1654,0.0579617
99847,9.1655,0.0579617
99848,9.1656,0.0579617
99849,9.1657,0.0579617
99850,9.1658,0.0579617
99851,9.1659,0.0579617
99852,9.166,0.0579617
99853,9.1661,0.0579617
99854,9.1662,0.0579617
99855,9.1663,0.0579617
99856,9.1664,0.0579617
99857,9.1665,0.0579617
99858,9.1666,0.0579617
99859,9.1667,0.0579617
99860,9.1668,0.0579617
99861,9.1669,0.0579617
99862,9.167,0.0579617
99863,9.1671,0.0579617
99864,9.1672,0.0579617
99865,9.1673,0.0579617
99866,9.1674,0.0579617
99867,9.1675,0.0579617
99868,9.1676,0.0579617
99869,9.1677,0.0579617
99870,9.1678,0.0579617
99871,9.1679,0.0579617
99872,9.168,0.0579617
99873,9.1681,0.0579617
99874,9.1682,0.0579617
99875,9.1683,0.0579617
99876,9.1684,0.0579617
99877,9.1685,0.0579617
99878,9.1686,0.0579617
99879,9.1687,0.0579617
99880,9.1688,0.0579617
99881,9.1689,0.0579617
99882,9.169,0.0579617
99883,9.1691,0.0579617
99884,9.1692,0.0579617
99885,9.1693,0.0579617
99886,9.1694,0.0579617
99887,9.1695,0.0579617
99888,9.1696,0.0579617
99889,9.1697,0.0579617
99890,9.1698,0.0579617
99891,9.1699,0.0579617
99892,9.17,0.0579617
99893,9.1701,0.0579617
99894,9.1702,0.0579617
99895,9.1703,0.0579617
99896,9.1704,0.0579617
99897,9.1705,0.0579617
99898,9.1706,0.0579617
99899,9.1707,0.0579617
99900,9.1708,0.0579617
99901,9.1709,0.0579617
99902,9.171,0.0579617
99903,9.1711,0.0579617
99904,9.1712,0.0579617
99905,9.1713,0.0579617
99906,9.1714,0.0579617
99907,9.1715,0.0579617
99908,9.1716,0.0579617
99909,9.1717,0.0579617
99910,9.1718,0.0579617
99911,9.1719,0.0579617
99912,9.172,0.0579617
99913,9.1721,0.0579617
99914,9.1722,0.0579617
99915,9.1723,0.0579617
99916,9.1724,0.0579617
99917,9.1725,0.0579617
99918,9.1726,0.0579617
99919,9.1727,0.0579617
99920,9.1728,0.0579617
99921,9.1729,0.0579617
99922,9.173,0.0579617
99923,9.1731,0.0579617
99924,9.1732,0.0579617
99925,9.1733,0.0579617
99926,9.1734,0.0579617
99927,9.1735,0.0579617
99928,9.1736,0.0579617
99929,9.1737,0.0579617
99930,9.1738,0.0579617
99931,9.1739,0.0579617
99932,9.174,0.0579617
99933,9.1741,0.0579617
99934,9.1742,0.0579617
99935,9.1743,0.0579617
99936,9.1744,0.0579617
99937,9.1745,0.0579617
99938,9.1746,0.0579617
99939,9.1747,0.0579617
99940,9.1748,0.0579617
99941,9.1749,0.0579617
99942,9.175,0.0579617
99943,9.1751,0.0579617
99944,9.1752,0.0579617
99945,9.1753,0.0579617
99946,9.1754,0.0579617
99947,9.1755,0.0579617
99948,9.1756,0.0579617
99949,9.1757,0.0579617
99950,9.1758,0.0579617
99951,9.1759,0.0579617
99952,9.176,0.0579617
99953,9.1761,0.0579617
99954,9.1762,0.0579617
99955,9.1763,0.0579617
99956,9.1764,0.0579617
99957,9.1765,0.0579617
99958,9.1766,0.0579617
99959,9.1767,0.0579617
99960,9.1768,0.0579617
99961,9.1769,0.0579617
99962,9.177,0.0579617
99963,9.1771,0.0579617
99964,9.1772,0.0579617
99965,9.1773,0.0579617
99966,9.1774,0.0579617
99967,9.1775,0.0579617
99968,9.1776,0.0579617
99969,9.1777,0.0579617
99970,9.1778,0.0579617
99971,9.1779,0.0579617
99972,9.178,0.0579617
99973,9.1781,0.0579617
99974,9.1782,0.0579617
99975,9.1783,0.0579617
99976,9.1784,0.0579617
99977,9.1785,0.0579617
99978,9.1786,0.0579617
99979,9.1787,0.0579617
99980,9.1788,0.0579617
99981,9.1789,0.0579617
99982,9.179,0.0579617
99983,9.1791,0.0579617
99984,9.1792,0.0579617
99985,9.1793,0.0579617
99986,9.1794,0.0579617
99987,9.1795,0.0579617
99988,9.1796,0.0579617
99989,9.1797,0.0579617
99990,9.1798,0.0579617
99991,9.1799,0.0579617
99992,9.18,0.0579617
99993,9.1801,0.0579617
99994,9.1802,0.0579617
99995,9.1803,0.0579617
99996,9.1804,0.0579617
99997,9.1805,0.0579617
99998,9.1806,0.0579617
99999,9.1807,0.0579617
100000,9.1808,0.0579617
100001,9.1809,0.0579617
100002,9.181,0.0579617
100003,9.1811,0.0579617
100004,9.1812,0.0579617
100005,9.1813,0.0579617
100006,9.1814,0.0579617
100007,9.1815,0.0579617
100008,9.1816,0.0579617
100009,9.1817,0.0579617
100010,9.1818,0.0579617
100011,9.1819,0.0579617
100012,9.182,0.0579617
100013,9.1821,0.0579617
100014,9.1822,0.0579617
100015,9.1823,0.0579617
100016,9.1824,0.0579617
100017,9.1825,0.0579617
100018,9.1826,0.0579617
100019,9.1827,0.0579617
100020,9.1828,0.0579617
100021,9.1829,0.0579617
100022,9.183,0.0579617
100023,9.1831,0.0579617
100024,9.1832,0.0579617
100025,9.1833,0.0579617
100026,9.1834,0.0579617
100027,9.1835,0.0579617
100028,9.1836,0.0579617
100029,9.1837,0.0579617
100030,9.1838,0.0579617
100031,9.1839,0.0579617
100032,9.184,0.0579617
100033,9.1841,0.0579617
100034,9.1842,0.0579617
100035,9.1843,0.0579617
100036,9.1844,0.0579617
100037,9.1845,0.0579617
100038,9.1846,0.0579617
100039,9.1847,0.0579617
100040,9.1848,0.0579617
100041,9.1849,0.0579617
100042,9.185,0.0579617
100043,9.1851,0.0579617
100044,9.1852,0.0579617
100045,9.1853,0.0579617
100046,9.1854,0.0579617
100047,9.1855,0.0579617
100048,9.1856,0.0579617
100049,9.1857,0.0579617
100050,9.1858,0.0579617
100051,9.1859,0.0579617
100052,9.186,0.0579617
100053,9.1861,0.0579617
100054,9.1862,0.0579617
100055,9.1863,0.0579617
100056,9.1864,0.0579617
100057,9.1865,0.0579617
100058,9.1866,0.0579617
100059,9.1867,0.0579617
100060,9.1868,0.0579617
100061,9.1869,0.0579617
100062,9.187,0.0579617
100063,9.1871,0.0579617
100064,9.1872,0.0579617
100065,9.1873,0.0579617
100066,9.1874,0.0579617
100067,9.1875,0.0579617
100068,9.1876,0.0579617
100069,9.1877,0.0579617
100070,9.1878,0.0579617
100071,9.1879,0.0579617
100072,9.188,0.0579617
100073,9.1881,0.0579617
100074,9.1882,0.0579617
100075,9.1883,0.0579617
100076,9.1884,0.0579617
100077,9.1885,0.0579617
100078,9.1886,0.0579617
100079,9.1887,0.0579617
100080,9.1888,0.0579617
100081,9.1889,0.0579617
100082,9.189,0.0579617
100083,9.1891,0.0579617
100084,9.1892,0.0579617
100085,9.1893,0.0579617
100086,9.1894,0.0579617
100087,9.1895,0.0579617
100088,9.1896,0.0579617
100089,9.1897,0.0579617
100090,9.1898,0.0579617
100091,9.1899,0.0579617
100092,9.19,0.0579617
100093,9.1901,0.0579617
100094,9.1902,0.0579617
100095,9.1903,0.0579617
100096,9.1904,0.0579617
100097,9.1905,0.0579617
100098,9.1906,0.0579617
100099,9.1907,0.0579617
100100,9.1908,0.0579617
100101,9.1909,0.0579617
100102,9.191,0.0579617
100103,9.1911,0.0579617
100104,9.1912,0.0579617
100105,9.1913,0.0579617
100106,9.1914,0.0579617
100107,9.1915,0.0579617
100108,9.1916,0.0579617
100109,9.1917,0.0579617
100110,9.1918,0.0579617
100111,9.1919,0.0579617
100112,9.192,0.0579617
100113,9.1921,0.0579617
100114,9.1922,0.0579617
100115,9.1923,0.0579617
100116,9.1924,0.0579617
100117,9.1925,0.0579617
100118,9.1926,0.0579617
100119,9.1927,0.0579617
100120,9.1928,0.0579617
100121,9.1929,0.0579617
100122,9.193,0.0579617
100123,9.1931,0.0579617
100124,9.1932,0.0579617
100125,9.1933,0.0579617
100126,9.1934,0.0579617
100127,9.1935,0.0579617
100128,9.1936,0.0579617
100129,9.1937,0.0579617
100130,9.1938,0.0579617
100131,9.1939,0.0579617
100132,9.194,0.0579617
100133,9.1941,0.0579617
100134,9.1942,0.0579617
100135,9.1943,0.0579617
100136,9.1944,0.0579617
100137,9.1945,0.0579617
100138,9.1946,0.0579617
100139,9.1947,0.0579617
100140,9.1948,0.0579617
100141,9.1949,0.0579617
100142,9.195,0.0579617
100143,9.1951,0.0579617
100144,9.1952,0.0579617
100145,9.1953,0.0579617
100146,9.1954,0.0579617
100147,9.1955,0.0579617
100148,9.1956,0.0579617
100149,9.1957,0.0579617
100150,9.1958,0.0579617
100151,9.1959,0.0579617
100152,9.196,0.0579617
100153,9.1961,0.0579617
100154,9.1962,0.0579617
100155,9.1963,0.0579617
100156,9.1964,0.0579617
100157,9.1965,0.0579617
100158,9.1966,0.0579617
100159,9.1967,0.0579617
100160,9.1968,0.0579617
100161,9.1969,0.0579617
100162,9.197,0.0579617
100163,9.1971,0.0579617
100164,9.1972,0.0579617
100165,9.1973,0.0579617
100166,9.1974,0.0579617
100167,9.1975,0.0579617
100168,9.1976,0.0579617
100169,9.1977,0.0579617
100170,9.1978,0.0579617
100171,9.1979,0.0579617
100172,9.198,0.0579617
100173,9.1981,0.0579617
100174,9.1982,0.0579617
100175,9.1983,0.0579617
100176,9.1984,0.0579617
100177,9.1985,0.0579617
100178,9.1986,0.0579617
100179,9.1987,0.0579617
100180,9.1988,0.0579617
100181,9.1989,0.0579617
100182,9.199,0.0579617
100183,9.1991,0.0579617
100184,9.1992,0.0579617
100185,9.1993,0.0579617
100186,9.1994,0.0579617
100187,9.1995,0.0579617
100188,9.1996,0.0579617
100189,9.1997,0.0579617
100190,9.1998,0.0579617
100191,9.1999,0.0579617
100192,9.2,0.0579617
100193,9.2001,0.0579617
100194,9.2002,0.0579617
100195,9.2003,0.0579617
100196,9.2004,0.0579617
100197,9.2005,0.0579617
100198,9.2006,0.0579617
100199,9.2007,0.0579617
100200,9.2008,0.0579617
100201,9.2009,0.0579617
100202,9.201,0.0579617
100203,9.2011,0.0579617
100204,9.2012,0.0579617
100205,9.2013,0.0579617
100206,9.2014,0.0579617
100207,9.2015,0.0579617
100208,9.2016,0.0579617
100209,9.2017,0.0579617
100210,9.2018,0.0579617
100211,9.2019,0.0579617
100212,9.202,0.0579617
100213,9.2021,0.0579617
100214,9.2022,0.0579617
100215,9.2023,0.0579617
100216,9.2024,0.0579617
100217,9.2025,0.0579617
100218,9.2026,0.0579617
100219,9.2027,0.0579617
100220,9.2028,0.0579617
100221,9.2029,0.0579617
100222,9.203,0.0579617
100223,9.2031,0.0579617
100224,9.2032,0.0579617
100225,9.2033,0.0579617
100226,9.2034,0.0579617
100227,9.2035,0.0579617
100228,9.2036,0.0579617
100229,9.2037,0.0579617
100230,9.2038,0.0579617
100231,9.2039,0.0579617
100232,9.204,0.0579617
100233,9.2041,0.0579617
100234,9.2042,0.0579617
100235,9.2043,0.0579617
100236,9.2044,0.0579617
100237,9.2045,0.0579617
100238,9.2046,0.0579617
100239,9.2047,0.0579617
100240,9.2048,0.0579617
100241,9.2049,0.0579617
100242,9.205,0.0579617
100243,9.2051,0.0579617
100244,9.2052,0.0579617
100245,9.2053,0.0579617
100246,9.2054,0.0579617
100247,9.2055,0.0579617
100248,9.2056,0.0579617
100249,9.2057,0.0579617
100250,9.2058,0.0579617
100251,9.2059,0.0579617
100252,9.206,0.0579617
100253,9.2061,0.0579617
100254,9.2062,0.0579617
100255,9.2063,0.0579617
100256,9.2064,0.0579617
100257,9.2065,0.0579617
100258,9.2066,0.0579617
100259,9.2067,0.0579617
100260,9.2068,0.0579617
100261,9.2069,0.0579617
100262,9.207,0.0579617
100263,9.2071,0.0579617
100264,9.2072,0.0579617
100265,9.2073,0.0579617
100266,9.2074,0.0579617
100267,9.2075,0.0579617
100268,9.2076,0.0579617
100269,9.2077,0.0579617
100270,9.2078,0.0579617
100271,9.2079,0.0579617
100272,9.208,0.0579617
100273,9.2081,0.0579617
100274,9.2082,0.0579617
100275,9.2083,0.0579617
100276,9.2084,0.0579617
100277,9.2085,0.0579617
100278,9.2086,0.0579617
100279,9.2087,0.0579617
100280,9.2088,0.0579617
100281,9.2089,0.0579617
100282,9.209,0.0579617
100283,9.2091,0.0579617
100284,9.2092,0.0579617
100285,9.2093,0.0579617
100286,9.2094,0.0579617
100287,9.2095,0.0579617
100288,9.2096,0.0579617
100289,9.2097,0.0579617
100290,9.2098,0.0579617
100291,9.2099,0.0579617
100292,9.21,0.0579617
100293,9.2101,0.0579617
100294,9.2102,0.0579617
100295,9.2103,0.0579617
100296,9.2104,0.0579617
100297,9.2105,0.0579617
100298,9.2106,0.0579617
100299,9.2107,0.0579617
100300,9.2108,0.0579617
100301,9.2109,0.0579617
100302,9.211,0.0579617
100303,9.2111,0.0579617
100304,9.2112,0.0579617
100305,9.2113,0.0579617
100306,9.2114,0.0579617
100307,9.2115,0.0579617
100308,9.2116,0.0579617
100309,9.2117,0.0579617
100310,9.2118,0.0579617
100311,9.2119,0.0579617
100312,9.212,0.0579617
100313,9.2121,0.0579617
100314,9.2122,0.0579617
100315,9.2123,0.0579617
100316,9.2124,0.0579617
100317,9.2125,0.0579617
100318,9.2126,0.0579617
100319,9.2127,0.0579617
100320,9.2128,0.0579617
100321,9.2129,0.0579617
100322,9.213,0.0579617
100323,9.2131,0.0579617
100324,9.2132,0.0579617
100325,9.2133,0.0579617
100326,9.2134,0.0579617
100327,9.2135,0.0579617
100328,9.2136,0.0579617
100329,9.2137,0.0579617
100330,9.2138,0.0579617
100331,9.2139,0.0579617
100332,9.214,0.0579617
100333,9.2141,0.0579617
100334,9.2142,0.0579617
100335,9.2143,0.0579617
100336,9.2144,0.0579617
100337,9.2145,0.0579617
100338,9.2146,0.0579617
100339,9.2147,0.0579617
100340,9.2148,0.0579617
100341,9.2149,0.0579617
100342,9.215,0.0579617
100343,9.2151,0.0579617
100344,9.2152,0.0579617
100345,9.2153,0.0579617
100346,9.2154,0.0579617
100347,9.2155,0.0579617
100348,9.2156,0.0579617
100349,9.2157,0.0579617
100350,9.2158,0.0579617
100351,9.2159,0.0579617
100352,9.216,0.0579617
100353,9.2161,0.0579617
100354,9.2162,0.0579617
100355,9.2163,0.0579617
100356,9.2164,0.0579617
100357,9.2165,0.0579617
100358,9.2166,0.0579617
100359,9.2167,0.0579617
100360,9.2168,0.0579617
100361,9.2169,0.0579617
100362,9.217,0.0579617
100363,9.2171,0.0579617
100364,9.2172,0.0579617
100365,9.2173,0.0579617
100366,9.2174,0.0579617
100367,9.2175,0.0579617
100368,9.2176,0.0579617
100369,9.2177,0.0579617
100370,9.2178,0.0579617
100371,9.2179,0.0579617
100372,9.218,0.0579617
100373,9.2181,0.0579617
100374,9.2182,0.0579617
100375,9.2183,0.0579617
100376,9.2184,0.0579617
100377,9.2185,0.0579617
100378,9.2186,0.0579617
100379,9.2187,0.0579617
100380,9.2188,0.0579617
100381,9.2189,0.0579617
100382,9.219,0.0579617
100383,9.2191,0.0579617
100384,9.2192,0.0579617
100385,9.2193,0.0579617
100386,9.2194,0.0579617
100387,9.2195,0.0579617
100388,9.2196,0.0579617
100389,9.2197,0.0579617
100390,9.2198,0.0579617
100391,9.2199,0.0579617
100392,9.22,0.0579617
100393,9.2201,0.0579617
100394,9.2202,0.0579617
100395,9.2203,0.0579617
100396,9.2204,0.0579617
100397,9.2205,0.0579617
100398,9.2206,0.0579617
100399,9.2207,0.0579617
100400,9.2208,0.0579617
100401,9.2209,0.0579617
100402,9.221,0.0579617
100403,9.2211,0.0579617
100404,9.2212,0.0579617
100405,9.2213,0.0579617
100406,9.2214,0.0579617
100407,9.2215,0.0579617
100408,9.2216,0.0579617
100409,9.2217,0.0579617
100410,9.2218,0.0579617
100411,9.2219,0.0579617
100412,9.222,0.0579617
100413,9.2221,0.0579617
100414,9.2222,0.0579617
100415,9.2223,0.0579617
100416,9.2224,0.0579617
100417,9.2225,0.0579617
100418,9.2226,0.0579617
100419,9.2227,0.0579617
100420,9.2228,0.0579617
100421,9.2229,0.0579617
100422,9.223,0.0579617
100423,9.2231,0.0579617
100424,9.2232,0.0579617
100425,9.2233,0.0579617
100426,9.2234,0.0579617
100427,9.2235,0.0579617
100428,9.2236,0.0579617
100429,9.2237,0.0579617
100430,9.2238,0.0579617
100431,9.2239,0.0579617
100432,9.224,0.0579617
100433,9.2241,0.0579617
100434,9.2242,0.0579617
100435,9.2243,0.0579617
100436,9.2244,0.0579617
100437,9.2245,0.0579617
100438,9.2246,0.0579617
100439,9.2247,0.0579617
100440,9.2248,0.0579617
100441,9.2249,0.0579617
100442,9.225,0.0579617
100443,9.2251,0.0579617
100444,9.2252,0.0579617
100445,9.2253,0.0579617
100446,9.2254,0.0579617
100447,9.2255,0.0579617
100448,9.2256,0.0579617
100449,9.2257,0.0579617
100450,9.2258,0.0579617
100451,9.2259,0.0579617
100452,9.226,0.0579617
100453,9.2261,0.0579617
100454,9.2262,0.0579617
100455,9.2263,0.0579617
100456,9.2264,0.0579617
100457,9.2265,0.0579617
100458,9.2266,0.0579617
100459,9.2267,0.0579617
100460,9.2268,0.0579617
100461,9.2269,0.0579617
100462,9.227,0.0579617
100463,9.2271,0.0579617
100464,9.2272,0.0579617
100465,9.2273,0.0579617
100466,9.2274,0.0579617
100467,9.2275,0.0579617
100468,9.2276,0.0579617
100469,9.2277,0.0579617
100470,9.2278,0.0579617
100471,9.2279,0.0579617
100472,9.228,0.0579617
100473,9.2281,0.0579617
100474,9.2282,0.0579617
100475,9.2283,0.0579617
100476,9.2284,0.0579617
100477,9.2285,0.0579617
100478,9.2286,0.0579617
100479,9.2287,0.0579617
100480,9.2288,0.0579617
100481,9.2289,0.0579617
100482,9.229,0.0579617
100483,9.2291,0.0579617
100484,9.2292,0.0579617
100485,9.2293,0.0579617
100486,9.2294,0.0579617
100487,9.2295,0.0579617
100488,9.2296,0.0579617
100489,9.2297,0.0579617
100490,9.2298,0.0579617
100491,9.2299,0.0579617
100492,9.23,0.0579617
100493,9.2301,0.0579617
100494,9.2302,0.0579617
100495,9.2303,0.0579617
100496,9.2304,0.0579617
100497,9.2305,0.0579617
100498,9.2306,0.0579617
100499,9.2307,0.0579617
100500,9.2308,0.0579617
100501,9.2309,0.0579617
100502,9.231,0.0579617
100503,9.2311,0.0579617
100504,9.2312,0.0579617
100505,9.2313,0.0579617
100506,9.2314,0.0579617
100507,9.2315,0.0579617
100508,9.2316,0.0579617
100509,9.2317,0.0579617
100510,9.2318,0.0579617
100511,9.2319,0.0579617
100512,9.232,0.0579617
100513,9.2321,0.0579617
100514,9.2322,0.0579617
100515,9.2323,0.0579617
100516,9.2324,0.0579617
100517,9.2325,0.0579617
100518,9.2326,0.0579617
100519,9.2327,0.0579617
100520,9.2328,0.0579617
100521,9.2329,0.0579617
100522,9.233,0.0579617
100523,9.2331,0.0579617
100524,9.2332,0.0579617
100525,9.2333,0.0579617
100526,9.2334,0.0579617
100527,9.2335,0.0579617
100528,9.2336,0.0579617
100529,9.2337,0.0579617
100530,9.2338,0.0579617
100531,9.2339,0.0579617
100532,9.234,0.0579617
100533,9.2341,0.0579617
100534,9.2342,0.0579617
100535,9.2343,0.0579617
100536,9.2344,0.0579617
100537,9.2345,0.0579617
100538,9.2346,0.0579617
100539,9.2347,0.0579617
100540,9.2348,0.0579617
100541,9.2349,0.0579617
100542,9.235,0.0579617
100543,9.2351,0.0579617
100544,9.2352,0.0579617
100545,9.2353,0.0579617
100546,9.2354,0.0579617
100547,9.2355,0.0579617
100548,9.2356,0.0579617
100549,9.2357,0.0579617
100550,9.2358,0.0579617
100551,9.2359,0.0579617
100552,9.236,0.0579617
100553,9.2361,0.0579617
100554,9.2362,0.0579617
100555,9.2363,0.0579617
100556,9.2364,0.0579617
100557,9.2365,0.0579617
100558,9.2366,0.0579617
100559,9.2367,0.0579617
100560,9.2368,0.0579617
100561,9.2369,0.0579617
100562,9.237,0.0579617
100563,9.2371,0.0579617
100564,9.2372,0.0579617
100565,9.2373,0.0579617
100566,9.2374,0.0579617
100567,9.2375,0.0579617
100568,9.2376,0.0579617
100569,9.2377,0.0579617
100570,9.2378,0.0579617
100571,9.2379,0.0579617
100572,9.238,0.0579617
100573,9.2381,0.0579617
100574,9.2382,0.0579617
100575,9.2383,0.0579617
100576,9.2384,0.0579617
100577,9.2385,0.0579617
100578,9.2386,0.0579617
100579,9.2387,0.0579617
100580,9.2388,0.0579617
100581,9.2389,0.0579617
100582,9.239,0.0579617
100583,9.2391,0.0579617
100584,9.2392,0.0579617
100585,9.2393,0.0579617
100586,9.2394,0.0579617
100587,9.2395,0.0579617
100588,9.2396,0.0579617
100589,9.2397,0.0579617
100590,9.2398,0.0579617
100591,9.2399,0.0579617
100592,9.24,0.0579617
100593,9.2401,0.0579617
100594,9.2402,0.0579617
100595,9.2403,0.0579617
100596,9.2404,0.0579617
100597,9.2405,0.0579617
100598,9.2406,0.0579617
100599,9.2407,0.0579617
100600,9.2408,0.0579617
100601,9.2409,0.0579617
100602,9.241,0.0579617
100603,9.2411,0.0579617
100604,9.2412,0.0579617
100605,9.2413,0.0579617
100606,9.2414,0.0579617
100607,9.2415,0.0579617
100608,9.2416,0.0579617
100609,9.2417,0.0579617
100610,9.2418,0.0579617
100611,9.2419,0.0579617
100612,9.242,0.0579617
100613,9.2421,0.0579617
100614,9.2422,0.0579617
100615,9.2423,0.0579617
100616,9.2424,0.0579617
100617,9.2425,0.0579617
100618,9.2426,0.0579617
100619,9.2427,0.0579617
100620,9.2428,0.0579617
100621,9.2429,0.0579617
100622,9.243,0.0579617
100623,9.2431,0.0579617
100624,9.2432,0.0579617
100625,9.2433,0.0579617
100626,9.2434,0.0579617
100627,9.2435,0.0579617
100628,9.2436,0.0579617
100629,9.2437,0.0579617
100630,9.2438,0.0579617
100631,9.2439,0.0579617
100632,9.244,0.0579617
100633,9.2441,0.0579617
100634,9.2442,0.0579617
100635,9.2443,0.0579617
100636,9.2444,0.0579617
100637,9.2445,0.0579617
100638,9.2446,0.0579617
100639,9.2447,0.0579617
100640,9.2448,0.0579617
100641,9.2449,0.0579617
100642,9.245,0.0579617
100643,9.2451,0.0579617
100644,9.2452,0.0579617
100645,9.2453,0.0579617
100646,9.2454,0.0579617
100647,9.2455,0.0579617
100648,9.2456,0.0579617
100649,9.2457,0.0579617
100650,9.2458,0.0579617
100651,9.2459,0.0579617
100652,9.246,0.0579617
100653,9.2461,0.0579617
100654,9.2462,0.0579617
100655,9.2463,0.0579617
100656,9.2464,0.0579617
100657,9.2465,0.0579617
100658,9.2466,0.0579617
100659,9.2467,0.0579617
100660,9.2468,0.0579617
100661,9.2469,0.0579617
100662,9.247,0.0579617
100663,9.2471,0.0579617
100664,9.2472,0.0579617
100665,9.2473,0.0579617
100666,9.2474,0.0579617
100667,9.2475,0.0579617
100668,9.2476,0.0579617
100669,9.2477,0.0579617
100670,9.2478,0.0579617
100671,9.2479,0.0579617
100672,9.248,0.0579617
100673,9.2481,0.0579617
100674,9.2482,0.0579617
100675,9.2483,0.0579617
100676,9.2484,0.0579617
100677,9.2485,0.0579617
100678,9.2486,0.0579617
100679,9.2487,0.0579617
100680,9.2488,0.0579617
100681,9.2489,0.0579617
100682,9.249,0.0579617
100683,9.2491,0.0579617
100684,9.2492,0.0579617
100685,9.2493,0.0579617
100686,9.2494,0.0579617
100687,9.2495,0.0579617
100688,9.2496,0.0579617
100689,9.2497,0.0579617
100690,9.2498,0.0579617
100691,9.2499,0.0579617
100692,9.25,0.0579617
100693,9.2501,0.0579617
100694,9.2502,0.0579617
100695,9.2503,0.0579617
100696,9.2504,0.0579617
100697,9.2505,0.0579617
100698,9.2506,0.0579617
100699,9.2507,0.0579617
100700,9.2508,0.0579617
100701,9.2509,0.0579617
100702,9.251,0.0579617
100703,9.2511,0.0579617
100704,9.2512,0.0579617
100705,9.2513,0.0579617
100706,9.2514,0.0579617
100707,9.2515,0.0579617
100708,9.2516,0.0579617
100709,9.2517,0.0579617
100710,9.2518,0.0579617
100711,9.2519,0.0579617
100712,9.252,0.0579617
100713,9.2521,0.0579617
100714,9.2522,0.0579617
100715,9.2523,0.0579617
100716,9.2524,0.0579617
100717,9.2525,0.0579617
100718,9.2526,0.0579617
100719,9.2527,0.0579617
100720,9.2528,0.0579617
100721,9.2529,0.0579617
100722,9.253,0.0579617
100723,9.2531,0.0579617
100724,9.2532,0.0579617
100725,9.2533,0.0579617
100726,9.2534,0.0579617
100727,9.2535,0.0579617
100728,9.2536,0.0579617
100729,9.2537,0.0579617
100730,9.2538,0.0579617
100731,9.2539,0.0579617
100732,9.254,0.0579617
100733,9.2541,0.0579617
100734,9.2542,0.0579617
100735,9.2543,0.0579617
100736,9.2544,0.0579617
